track_id,clean timestamp,time of the day,Day of Week,IsWeekend,genre,energy,valence,Emotion Label,Date,Year,Month,Month Name,Week of Year,Day Name,Hour
6zMU2vqQ30YjN20oOVeDDO,7/7/2025 8:31,Morning,1,Weekday,MELODIC HOUSE,0.695,0.176,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,8
4PRVsjP4N72PAg1R62eT5J,7/7/2025 8:43,Morning,1,Weekday,MELODIC HOUSE,0.664,0.206,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,8
2FUUgsmAyB2fUyytSXOVUT,7/7/2025 8:50,Morning,1,Weekday,MELODIC HOUSE,0.606,0.311,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,8
3p1j9R2oZG7GG9OtJxphWX,7/7/2025 8:54,Morning,1,Weekday,MELODIC HOUSE,0.695749409,0.180193617,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,8
6zMU2vqQ30YjN20oOVeDDO,7/7/2025 8:56,Morning,1,Weekday,MELODIC HOUSE,0.695,0.176,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,8
0z3hYtKH35ltEcPfeyBXj4,7/7/2025 9:00,Morning,1,Weekday,MELODIC HOUSE,0.499,0.145,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,9
58ney0bG2Vwecj8QzNGRkV,7/7/2025 9:16,Morning,1,Weekday,MELODIC HOUSE,0.602,0.0399,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,9
1MvLmHeLkaNgUScgbUVnWJ,7/7/2025 9:20,Morning,1,Weekday,MELODIC HOUSE,0.561,0.0385,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,9
5tsVgtKdAfKGcVIcCHvyxe,7/7/2025 9:35,Morning,1,Weekday,MELODIC HOUSE,0.572,0.121,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,9
3VpxEo6vMpi4rQ6t2WVVkK,7/7/2025 9:39,Morning,1,Weekday,MELODIC HOUSE,0.798,0.15,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,9
233AL29SR6QWnD7hu7ylbf,7/7/2025 9:55,Morning,1,Weekday,MELODIC HOUSE,0.698,0.0377,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,9
1EXENmPTpn9d2JBJJKZnmQ,7/7/2025 9:59,Morning,1,Weekday,MELODIC HOUSE,0.888,0.0394,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,9
0PHWXLXOQXGlyUGq7woVFZ,7/7/2025 10:15,Morning,1,Weekday,MELODIC HOUSE,0.712,0.246,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,10
4rERaNiKlILD603GJvdEvm,7/7/2025 10:16,Morning,1,Weekday,MELODIC HOUSE,0.695749409,0.180193617,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,10
2cVGCUx6xnmcdIz2Ns9OLw,7/7/2025 10:22,Morning,1,Weekday,MELODIC HOUSE,0.637,0.191,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,10
4l8fwDaGkOWJqvNacpcBTo,7/7/2025 10:26,Morning,1,Weekday,MELODIC HOUSE,0.837,0.0795,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,10
4z1r9dfqoUNCa0vA4n9ymL,7/7/2025 10:51,Morning,1,Weekday,MELODIC HOUSE,0.616,0.0382,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,10
0VGn7T0W9DOBupPa3eZGOB,7/7/2025 10:56,Morning,1,Weekday,MELODIC HOUSE,0.7,0.0517,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,10
6zMU2vqQ30YjN20oOVeDDO,7/7/2025 10:59,Morning,1,Weekday,MELODIC HOUSE,0.695,0.176,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,10
4PRVsjP4N72PAg1R62eT5J,7/7/2025 11:05,Morning,1,Weekday,MELODIC HOUSE,0.664,0.206,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,11
2wLkOJ9pwMu0kfV5tlPDUp,7/7/2025 11:13,Morning,1,Weekday,MELODIC HOUSE,0.687,0.0878,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,11
05GvwwTLLID738BbKN1ze0,7/7/2025 11:16,Morning,1,Weekday,MELODIC HOUSE,0.435,0.166,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,11
5K5CvZolPrlzOIvo080rAI,7/7/2025 11:22,Morning,1,Weekday,MELODIC HOUSE,0.883,0.0358,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,11
3p1j9R2oZG7GG9OtJxphWX,7/7/2025 11:25,Morning,1,Weekday,MELODIC HOUSE,0.695749409,0.180193617,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,11
1EXENmPTpn9d2JBJJKZnmQ,7/7/2025 11:30,Morning,1,Weekday,MELODIC HOUSE,0.888,0.0394,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,11
4oWDaJpusSH1lqIQQkEHsS,7/7/2025 11:35,Morning,1,Weekday,MELODIC HOUSE,0.74,0.0391,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,11
1i3rncFmCIJfIm24QAjfsG,7/7/2025 11:39,Morning,1,Weekday,MELODIC HOUSE,0.845,0.148,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,11
4XdQO9wxIeIy7eM65A5kk8,7/7/2025 11:44,Morning,1,Weekday,MELODIC HOUSE,0.572,0.117,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,11
58ney0bG2Vwecj8QzNGRkV,7/7/2025 11:53,Morning,1,Weekday,MELODIC HOUSE,0.602,0.0399,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,11
40tPP3K10yMZxwnT65REKj,7/7/2025 11:57,Morning,1,Weekday,MELODIC HOUSE,0.709,0.126,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,11
4hIj1YNfEdcYnYawKK0eYd,7/7/2025 12:16,Early Afternoon,1,Weekday,MELODIC HOUSE,0.656,0.0389,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,12
7uBr4fZvDFskB5CvxXGOi2,7/7/2025 12:19,Early Afternoon,1,Weekday,MELODIC HOUSE,0.571,0.219,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,12
4rERaNiKlILD603GJvdEvm,7/7/2025 12:20,Early Afternoon,1,Weekday,MELODIC HOUSE,0.695749409,0.180193617,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,12
71RUnMMD5MX4ew96dMDCl4,7/7/2025 12:26,Early Afternoon,1,Weekday,MELODIC HOUSE,0.612,0.3,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,12
4ItMchWCT6d3acnzQfcpmy,7/7/2025 15:38,Afternoon,1,Weekday,MELODIC HOUSE,0.42,0.288,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,15
233AL29SR6QWnD7hu7ylbf,7/7/2025 15:42,Afternoon,1,Weekday,MELODIC HOUSE,0.698,0.0377,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,15
0K5k3iEb2POh3xjhb536NG,7/7/2025 15:44,Afternoon,1,Weekday,MELODIC HOUSE,0.927,0.386,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,15
1MvLmHeLkaNgUScgbUVnWJ,7/7/2025 15:45,Afternoon,1,Weekday,MELODIC HOUSE,0.561,0.0385,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,15
5tsVgtKdAfKGcVIcCHvyxe,7/7/2025 15:46,Afternoon,1,Weekday,MELODIC HOUSE,0.572,0.121,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,15
0z3hYtKH35ltEcPfeyBXj4,7/7/2025 15:49,Afternoon,1,Weekday,MELODIC HOUSE,0.499,0.145,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,15
0z3hYtKH35ltEcPfeyBXj4,7/7/2025 15:51,Afternoon,1,Weekday,MELODIC HOUSE,0.499,0.145,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,15
0PHWXLXOQXGlyUGq7woVFZ,7/7/2025 15:59,Afternoon,1,Weekday,MELODIC HOUSE,0.712,0.246,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,15
22QG2saDLvgToHzeOZPm20,7/7/2025 16:07,Afternoon,1,Weekday,MELODIC HOUSE,0.542,0.163,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,16
6kckNpuM5oXZrObLExRg6d,7/7/2025 16:11,Afternoon,1,Weekday,MELODIC HOUSE,0.514,0.0963,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,16
2FUUgsmAyB2fUyytSXOVUT,7/7/2025 16:17,Afternoon,1,Weekday,MELODIC HOUSE,0.606,0.311,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,16
6gOR8xTSQWEMfEJa7r52k7,7/7/2025 17:01,Afternoon,1,Weekday,MELODIC HOUSE,0.7,0.0987,Dark/Intense,"Monday, July 7, 2025",2025,7,July,28,Monday,17
6zMU2vqQ30YjN20oOVeDDO,7/8/2025 11:19,Morning,2,Weekday,MELODIC HOUSE,0.695,0.176,Dark/Intense,"Tuesday, July 8, 2025",2025,7,July,28,Tuesday,11
5QZdeEHEHy1Jphbral0nbv,7/8/2025 11:23,Morning,2,Weekday,MELODIC HOUSE,0.534,0.238,Dark/Intense,"Tuesday, July 8, 2025",2025,7,July,28,Tuesday,11
0z3hYtKH35ltEcPfeyBXj4,7/8/2025 11:24,Morning,2,Weekday,MELODIC HOUSE,0.499,0.145,Dark/Intense,"Tuesday, July 8, 2025",2025,7,July,28,Tuesday,11
1yiLmcHovufRMfOgxqSsfI,7/8/2025 11:25,Morning,2,Weekday,MELODIC HOUSE,0.66,0.226,Dark/Intense,"Tuesday, July 8, 2025",2025,7,July,28,Tuesday,11
6mjN72fXeZwLkCDG7rHH3N,7/8/2025 11:27,Morning,2,Weekday,MELODIC HOUSE,0.54,0.226,Dark/Intense,"Tuesday, July 8, 2025",2025,7,July,28,Tuesday,11
1Rd0kA3ditVAlVAb5Hdb1p,7/8/2025 11:34,Morning,2,Weekday,MELODIC HOUSE,0.646,0.0486,Dark/Intense,"Tuesday, July 8, 2025",2025,7,July,28,Tuesday,11
4l8fwDaGkOWJqvNacpcBTo,7/8/2025 11:46,Morning,2,Weekday,MELODIC HOUSE,0.837,0.0795,Dark/Intense,"Tuesday, July 8, 2025",2025,7,July,28,Tuesday,11
4z1r9dfqoUNCa0vA4n9ymL,7/8/2025 11:52,Morning,2,Weekday,MELODIC HOUSE,0.616,0.0382,Dark/Intense,"Tuesday, July 8, 2025",2025,7,July,28,Tuesday,11
4PRVsjP4N72PAg1R62eT5J,7/8/2025 12:03,Early Afternoon,2,Weekday,MELODIC HOUSE,0.664,0.206,Dark/Intense,"Tuesday, July 8, 2025",2025,7,July,28,Tuesday,12
1Rd0kA3ditVAlVAb5Hdb1p,7/8/2025 12:10,Early Afternoon,2,Weekday,MELODIC HOUSE,0.646,0.0486,Dark/Intense,"Tuesday, July 8, 2025",2025,7,July,28,Tuesday,12
2wLkOJ9pwMu0kfV5tlPDUp,7/8/2025 12:18,Early Afternoon,2,Weekday,MELODIC HOUSE,0.687,0.0878,Dark/Intense,"Tuesday, July 8, 2025",2025,7,July,28,Tuesday,12
05GvwwTLLID738BbKN1ze0,7/8/2025 12:22,Early Afternoon,2,Weekday,MELODIC HOUSE,0.435,0.166,Dark/Intense,"Tuesday, July 8, 2025",2025,7,July,28,Tuesday,12
5K5CvZolPrlzOIvo080rAI,7/8/2025 12:27,Early Afternoon,2,Weekday,MELODIC HOUSE,0.883,0.0358,Dark/Intense,"Tuesday, July 8, 2025",2025,7,July,28,Tuesday,12
3p1j9R2oZG7GG9OtJxphWX,7/8/2025 12:31,Early Afternoon,2,Weekday,MELODIC HOUSE,0.695749409,0.180193617,Dark/Intense,"Tuesday, July 8, 2025",2025,7,July,28,Tuesday,12
1EXENmPTpn9d2JBJJKZnmQ,7/8/2025 12:35,Early Afternoon,2,Weekday,MELODIC HOUSE,0.888,0.0394,Dark/Intense,"Tuesday, July 8, 2025",2025,7,July,28,Tuesday,12
4oWDaJpusSH1lqIQQkEHsS,7/8/2025 12:43,Early Afternoon,2,Weekday,MELODIC HOUSE,0.74,0.0391,Dark/Intense,"Tuesday, July 8, 2025",2025,7,July,28,Tuesday,12
1i3rncFmCIJfIm24QAjfsG,7/8/2025 12:44,Early Afternoon,2,Weekday,MELODIC HOUSE,0.845,0.148,Dark/Intense,"Tuesday, July 8, 2025",2025,7,July,28,Tuesday,12
6zMU2vqQ30YjN20oOVeDDO,7/8/2025 12:48,Early Afternoon,2,Weekday,MELODIC HOUSE,0.695,0.176,Dark/Intense,"Tuesday, July 8, 2025",2025,7,July,28,Tuesday,12
4XdQO9wxIeIy7eM65A5kk8,7/8/2025 12:56,Early Afternoon,2,Weekday,MELODIC HOUSE,0.572,0.117,Dark/Intense,"Tuesday, July 8, 2025",2025,7,July,28,Tuesday,12
58ney0bG2Vwecj8QzNGRkV,7/8/2025 13:01,Early Afternoon,2,Weekday,MELODIC HOUSE,0.602,0.0399,Dark/Intense,"Tuesday, July 8, 2025",2025,7,July,28,Tuesday,13
40tPP3K10yMZxwnT65REKj,7/8/2025 13:05,Early Afternoon,2,Weekday,MELODIC HOUSE,0.709,0.126,Dark/Intense,"Tuesday, July 8, 2025",2025,7,July,28,Tuesday,13
4hIj1YNfEdcYnYawKK0eYd,7/8/2025 13:10,Early Afternoon,2,Weekday,MELODIC HOUSE,0.656,0.0389,Dark/Intense,"Tuesday, July 8, 2025",2025,7,July,28,Tuesday,13
7uBr4fZvDFskB5CvxXGOi2,7/8/2025 13:14,Early Afternoon,2,Weekday,MELODIC HOUSE,0.571,0.219,Dark/Intense,"Tuesday, July 8, 2025",2025,7,July,28,Tuesday,13
4rERaNiKlILD603GJvdEvm,7/8/2025 13:24,Early Afternoon,2,Weekday,MELODIC HOUSE,0.695749409,0.180193617,Dark/Intense,"Tuesday, July 8, 2025",2025,7,July,28,Tuesday,13
4XdQO9wxIeIy7eM65A5kk8,7/8/2025 13:33,Early Afternoon,2,Weekday,MELODIC HOUSE,0.572,0.117,Dark/Intense,"Tuesday, July 8, 2025",2025,7,July,28,Tuesday,13
58ney0bG2Vwecj8QzNGRkV,7/8/2025 13:37,Early Afternoon,2,Weekday,MELODIC HOUSE,0.602,0.0399,Dark/Intense,"Tuesday, July 8, 2025",2025,7,July,28,Tuesday,13
1Rd0kA3ditVAlVAb5Hdb1p,7/9/2025 7:57,Early Morning,3,Weekday,MELODIC HOUSE,0.646,0.0486,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,7
4z1r9dfqoUNCa0vA4n9ymL,7/9/2025 8:04,Morning,3,Weekday,MELODIC HOUSE,0.616,0.0382,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,8
4l8fwDaGkOWJqvNacpcBTo,7/9/2025 8:07,Morning,3,Weekday,MELODIC HOUSE,0.837,0.0795,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,8
6zMU2vqQ30YjN20oOVeDDO,7/9/2025 13:44,Early Afternoon,3,Weekday,MELODIC HOUSE,0.695,0.176,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,13
6zMU2vqQ30YjN20oOVeDDO,7/9/2025 13:47,Early Afternoon,3,Weekday,MELODIC HOUSE,0.695,0.176,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,13
6mjN72fXeZwLkCDG7rHH3N,7/9/2025 13:52,Early Afternoon,3,Weekday,MELODIC HOUSE,0.54,0.226,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,13
71RUnMMD5MX4ew96dMDCl4,7/9/2025 13:58,Early Afternoon,3,Weekday,MELODIC HOUSE,0.612,0.3,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,13
6mjN72fXeZwLkCDG7rHH3N,7/9/2025 14:14,Early Afternoon,3,Weekday,MELODIC HOUSE,0.54,0.226,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,14
1MvLmHeLkaNgUScgbUVnWJ,7/9/2025 14:17,Early Afternoon,3,Weekday,MELODIC HOUSE,0.561,0.0385,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,14
2FUUgsmAyB2fUyytSXOVUT,7/9/2025 14:22,Early Afternoon,3,Weekday,MELODIC HOUSE,0.606,0.311,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,14
6gOR8xTSQWEMfEJa7r52k7,7/9/2025 14:26,Early Afternoon,3,Weekday,MELODIC HOUSE,0.7,0.0987,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,14
7n8sDrEcuMt0yezLDhIbnN,7/9/2025 14:28,Early Afternoon,3,Weekday,MELODIC HOUSE,0.851,0.0392,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,14
0z3hYtKH35ltEcPfeyBXj4,7/9/2025 14:40,Early Afternoon,3,Weekday,MELODIC HOUSE,0.499,0.145,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,14
6mjN72fXeZwLkCDG7rHH3N,7/9/2025 14:45,Early Afternoon,3,Weekday,MELODIC HOUSE,0.54,0.226,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,14
4ItMchWCT6d3acnzQfcpmy,7/9/2025 14:49,Early Afternoon,3,Weekday,MELODIC HOUSE,0.42,0.288,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,14
6mjN72fXeZwLkCDG7rHH3N,7/9/2025 16:01,Afternoon,3,Weekday,MELODIC HOUSE,0.54,0.226,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,16
1i3rncFmCIJfIm24QAjfsG,7/9/2025 16:04,Afternoon,3,Weekday,MELODIC HOUSE,0.845,0.148,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,16
1yiLmcHovufRMfOgxqSsfI,7/9/2025 17:49,Afternoon,3,Weekday,MELODIC HOUSE,0.66,0.226,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,17
6mjN72fXeZwLkCDG7rHH3N,7/9/2025 17:53,Afternoon,3,Weekday,MELODIC HOUSE,0.54,0.226,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,17
4RFjprBGnrl9dkAWuVnKJZ,7/9/2025 20:04,Evening,3,Weekday,MELODIC HOUSE,0.709,0.107,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,20
2Wuk7zyjhyWPIVDwZfrt0l,7/9/2025 20:13,Evening,3,Weekday,MELODIC HOUSE,0.484,0.0408,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,20
1JRDKwxetaIpcvSr6m3iFM,7/9/2025 20:20,Evening,3,Weekday,MELODIC HOUSE,0.593,0.0984,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,20
2JNZj82RIRhV6KreEF9OCH,7/9/2025 20:30,Evening,3,Weekday,MELODIC HOUSE,0.649,0.22,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,20
7y1nBSmLFFdG1WLOOCVLtw,7/9/2025 20:38,Evening,3,Weekday,MELODIC HOUSE,0.76,0.321,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,20
4RFjprBGnrl9dkAWuVnKJZ,7/9/2025 21:12,Late Evening,3,Weekday,MELODIC HOUSE,0.709,0.107,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,21
4z1r9dfqoUNCa0vA4n9ymL,7/9/2025 21:18,Late Evening,3,Weekday,MELODIC HOUSE,0.616,0.0382,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,21
3p1j9R2oZG7GG9OtJxphWX,7/9/2025 21:21,Late Evening,3,Weekday,MELODIC HOUSE,0.695749409,0.180193617,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,21
7uBr4fZvDFskB5CvxXGOi2,7/9/2025 21:26,Late Evening,3,Weekday,MELODIC HOUSE,0.571,0.219,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,21
2cVGCUx6xnmcdIz2Ns9OLw,7/9/2025 21:31,Late Evening,3,Weekday,MELODIC HOUSE,0.637,0.191,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,21
6zMU2vqQ30YjN20oOVeDDO,7/9/2025 21:34,Late Evening,3,Weekday,MELODIC HOUSE,0.695,0.176,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,21
3VpxEo6vMpi4rQ6t2WVVkK,7/9/2025 21:38,Late Evening,3,Weekday,MELODIC HOUSE,0.798,0.15,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,21
4hIj1YNfEdcYnYawKK0eYd,7/9/2025 21:43,Late Evening,3,Weekday,MELODIC HOUSE,0.656,0.0389,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,21
0PHWXLXOQXGlyUGq7woVFZ,7/9/2025 21:47,Late Evening,3,Weekday,MELODIC HOUSE,0.712,0.246,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,21
0K5k3iEb2POh3xjhb536NG,7/9/2025 21:51,Late Evening,3,Weekday,MELODIC HOUSE,0.927,0.386,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,21
58ney0bG2Vwecj8QzNGRkV,7/9/2025 22:10,Late Evening,3,Weekday,MELODIC HOUSE,0.602,0.0399,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,22
0z3hYtKH35ltEcPfeyBXj4,7/9/2025 22:14,Late Evening,3,Weekday,MELODIC HOUSE,0.499,0.145,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,22
5tsVgtKdAfKGcVIcCHvyxe,7/9/2025 22:19,Late Evening,3,Weekday,MELODIC HOUSE,0.572,0.121,Dark/Intense,"Wednesday, July 9, 2025",2025,7,July,28,Wednesday,22
4z1r9dfqoUNCa0vA4n9ymL,7/10/2025 6:01,Early Morning,4,Weekday,MELODIC HOUSE,0.616,0.0382,Dark/Intense,"Thursday, July 10, 2025",2025,7,July,28,Thursday,6
1EXENmPTpn9d2JBJJKZnmQ,7/10/2025 6:16,Early Morning,4,Weekday,MELODIC HOUSE,0.888,0.0394,Dark/Intense,"Thursday, July 10, 2025",2025,7,July,28,Thursday,6
4oWDaJpusSH1lqIQQkEHsS,7/10/2025 6:33,Early Morning,4,Weekday,MELODIC HOUSE,0.74,0.0391,Dark/Intense,"Thursday, July 10, 2025",2025,7,July,28,Thursday,6
6mjN72fXeZwLkCDG7rHH3N,7/10/2025 9:25,Morning,4,Weekday,MELODIC HOUSE,0.54,0.226,Dark/Intense,"Thursday, July 10, 2025",2025,7,July,28,Thursday,9
4hIj1YNfEdcYnYawKK0eYd,7/10/2025 9:29,Morning,4,Weekday,MELODIC HOUSE,0.656,0.0389,Dark/Intense,"Thursday, July 10, 2025",2025,7,July,28,Thursday,9
5cGBQ9W3XtRuRQFgDklDrI,7/10/2025 9:33,Morning,4,Weekday,MELODIC HOUSE,0.834,0.108,Dark/Intense,"Thursday, July 10, 2025",2025,7,July,28,Thursday,9
1yiLmcHovufRMfOgxqSsfI,7/10/2025 9:36,Morning,4,Weekday,MELODIC HOUSE,0.66,0.226,Dark/Intense,"Thursday, July 10, 2025",2025,7,July,28,Thursday,9
4z1r9dfqoUNCa0vA4n9ymL,7/10/2025 9:37,Morning,4,Weekday,MELODIC HOUSE,0.616,0.0382,Dark/Intense,"Thursday, July 10, 2025",2025,7,July,28,Thursday,9
6zMU2vqQ30YjN20oOVeDDO,7/10/2025 9:38,Morning,4,Weekday,MELODIC HOUSE,0.695,0.176,Dark/Intense,"Thursday, July 10, 2025",2025,7,July,28,Thursday,9
2FUUgsmAyB2fUyytSXOVUT,7/10/2025 14:55,Early Afternoon,4,Weekday,MELODIC HOUSE,0.606,0.311,Dark/Intense,"Thursday, July 10, 2025",2025,7,July,28,Thursday,14
7uBr4fZvDFskB5CvxXGOi2,7/10/2025 14:59,Early Afternoon,4,Weekday,MELODIC HOUSE,0.571,0.219,Dark/Intense,"Thursday, July 10, 2025",2025,7,July,28,Thursday,14
4hIj1YNfEdcYnYawKK0eYd,7/10/2025 15:18,Afternoon,4,Weekday,MELODIC HOUSE,0.656,0.0389,Dark/Intense,"Thursday, July 10, 2025",2025,7,July,28,Thursday,15
6zMU2vqQ30YjN20oOVeDDO,7/10/2025 15:22,Afternoon,4,Weekday,MELODIC HOUSE,0.695,0.176,Dark/Intense,"Thursday, July 10, 2025",2025,7,July,28,Thursday,15
0K5k3iEb2POh3xjhb536NG,7/10/2025 15:26,Afternoon,4,Weekday,MELODIC HOUSE,0.927,0.386,Dark/Intense,"Thursday, July 10, 2025",2025,7,July,28,Thursday,15
4ItMchWCT6d3acnzQfcpmy,7/10/2025 15:29,Afternoon,4,Weekday,MELODIC HOUSE,0.42,0.288,Dark/Intense,"Thursday, July 10, 2025",2025,7,July,28,Thursday,15
